id_text,lemma,designation,ancient_author,ancient_recipient,archive,cdli_id,sender_loc,volume,regnal_dates,ruler,cdli_id.1,genre,provenience,pleiades_coord,pleiades_id
P313417,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Mannu-ki-Aššur-leʾi[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP Kummaya[Kummean]EN ammar[as-much-as]REL ina[in]PRP nagû[region]N bītu[house]N kullu[hold]V šaṭāru[write]V _ _ _ _ šâlu[ask]V uṣṣuṣu[interrogate]V _ _ _ _ gabbu[totality]N ina[in]PRP libbu[interior]N Zarana[1]GN _ _ ana[to]PRP mala[as-much-as]REL šapāru[send]V _ _ _ _ ina[in]PRP šiddu[length]N hūlu[way]N šarru[king]N ištēn[one]NU _ _ _ _ _ ana[to]PRP etēqu[proceed]V lā[not]MOD alāku[go]V _ _ _ issurri[perhaps]AV šarru[king]N bēlu[lord]N qabû[say]V mā[saying]PRP atā[why?]QP adi[until]PRP akanni[now]AV kâšu[delay]V _ _ _ _ eqlu[field]N nagû[region]N gabbu[totality]N _ _ _ matāhu[lift]V ṣābu[people]N Kummaya[Kummean]EN ša[of]DET Zarana[1]GN ammaka[there]AV ašābu[sit-(down)]V haramma[later]AV šapāru[send]V _ ša[of]DET _ _ _ _ annaka[here]AV laššu[(there)-is-not]V ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP eqlu[field]N ša[that]REL ṭēmu[(fore)thought]N šakānu[put]V ana[to]PRP Bel-duri[1]PN tadānu[give]V laššu[(there)-is-not]V ina[in]PRP timāli[yesterday]AV ina[in]PRP šalšūmi[the-day-before-yesterday]AV šarru[king]N bēlu[lord]N ṭēmu[(fore)thought]N lā[not]MOD šakānu[put]V ūma[today]AV šarru[king]N bēlu[lord]N šapāru[send]V kī[like]PRP ša[that]REL ina[in]PRP libbu[interior]N egertu[inscribed-tablet]N ša[of]DET šarru[king]N bēlu[lord]N šaṭru[written]AJ epēšu[do]V eqlu[field]N tadānu[give]V annûri[now]AV eqlu[field]N ša[that]REL Bel-duri[1]PN ina[in]PRP nagû[region]N ša[of]DET Guzana[1]GN kullu[hold]V šaṭāru[write]V ina[in]PRP muhhu[skull]N šarru[king]N bēlu[lord]N wabālu[bring]V _ imēru[unit]N ina[in]PRP libbu[interior]N Aridu[1]GN ina[in]PRP muhhu[skull]N _ ša[that]REL qannu[fringe]N Kubanaše[1]GN _ meʾatu[(one)-hundred]NU ina[in]PRP Kapar-Mariyaba[1]GN qannu[fringe]N Ilhini[1]GN _ imēru[unit]N ina[in]PRP _ qannu[fringe]N Guzana[1]GN _ meʾatu[(one)-hundred]NU ina[in]PRP Kapar-Amdanu[1]GN qannu[fringe]N Bur-šarri[1]GN gimru[totality]N _ meʾatu[(one)-hundred]NU eqlu[field]N ša[that]REL Bel-duri[1]PN ina[in]PRP nagû[region]N ša[of]DET Guzana[1]GN kullu[hold]V _ imēru[unit]N eqlu[field]N ša[that]REL ūma[today]AV šarru[king]N bēlu[lord]N šapāru[send]V ūmu[day]N annû[this]DP ina[in]PRP muhhu[skull]N annû[this]DP tadānu[give]V ištu[from]PRP ammar[as-much-as]REL ša-rēši[eunuch]N ša[of]DET šarru[king]N bēlu[lord]N alāku[go]V eqlu[field]N ina[in]PRP Guzana[1]GN laššu[(there)-is-not]V eqlu[field]N ša[of]DET _ _ _ _ _ _ eqlu[field]N ša[that]REL šarru[king]N bēlu[lord]N _ _ _ _ _ ana[to]PRP ištēn[one]NU ina[in]PRP libbu[interior]N ālu[city]N _ _ _ ana[to]PRP tadānu[give]V _ _ _ _ _ _ ina[in]PRP pānu[front]N laššu[(there)-is-not]V ana[to]PRP Bel-duri[1]PN udī-[alone]AV _ _ _ _ _ _ ištu[from]PRP libbu[interior]N batāqu[cut-off]V tadānu[give]V šarru[king]N bēlu[lord]N lū[may]MOD wadû[know]V _,SAA 01 233,Mannu-ki-Aššur-le’i,the king,099 - Miscellaneous,P313417,Guzana,SAA 1,721–705 BC,Sargon II,P313417,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313425,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Bel-liqbi[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N mātu[land]N nagû[region]N ša[of]DET šarru[king]N šulmu[completeness]N Arbaya[Arab]EN ina[in]PRP battu[side]N ammiu[that]DP ša[of]DET Hadina[1]WN šaknu[placed]AJ erēbu[enter]V ina[in]PRP libbu[interior]N _ imeru[(meaning-unclear)]N aṣû[go-out]V šulmu[completeness]N adanniš[very-much]AV ikkaru[farmer]N nukaribbu[gardener]N ša[of]DET Ammi-leti[1]PN māru[son]N Amiru[1]PN ištu[from]PRP libbu[interior]N ālu[city]N kašādu[reach]V _ _ šī[she]IP ša[of]DET immeru[sheep]N ša[that]REL raṣāpu[build]V mugguru[tear-down]V ūma[today]AV šū[he]IP alāku[go]V mā[saying]PRP atā[why?]QP ardu[slave]N elû[go-up]V mā[saying]PRP ina[in]PRP ēkallu[palace]N šapāru[send]V anāku[I]IP tēgirtu[negotiation?]N šakānu[put]V muk[saying]PRP ardu[slave]N ana[to]PRP ardu[slave]N hesû[cover-up]V muk[saying]PRP ištu[from]PRP maṣû[correspond]V ardu[slave]N ša[of]DET šarru[king]N atta[you]IP muk[saying]PRP eqlu[field]N kirû[garden]N ina[in]PRP Yasubuqu[1]GN tadānu[give]V ṣabātu[seize]V šumma[if]MOD ina[in]PRP muhhu[skull]N šarru[king]N bēlu[lord]N šapāru[send]V šarru[king]N bēlu[lord]N wadû[know]V ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP Huzaza[1]GN ana[to]PRP ālu[city]N tamkāru[merchant]N epēšu[do]V mā[saying]PRP parzillu[iron]N nišu[people]N ana[to]PRP Arbaya[Arab]EN ina[in]PRP kaspu[silver]N tadānu[give]V mannu[who?]QP šunu[they]IP tamkāru[merchant]N ša[that]REL ina[in]PRP libbu[interior]N tadānu[give]V _ ṣābu[people]N puršumu[old-(man)]N ša[of]DET ʾAtaya[ʾAtean]EN ina[in]PRP libbu[interior]N _ _ ishunnatu[bunch-of-grapes]N lū[may]MOD _ lū[may]MOD _ imēru[unit]N ammar[as-much-as]REL erēbu[enter]V kullu[hold]V ana[to]PRP Arbaya[Arab]EN tadānu[give]V anāku[I]IP parzillu[iron]N ana[to]PRP hubtu[robbery]N erû[copper]N ana[to]PRP Arbaya[Arab]EN tadānu[give]V ilu[god]N ša[of]DET šarru[king]N bēlu[lord]N šumma[if]MOD ina[in]PRP Ṣupat[1]GN lā[not]MOD karku[rolled]AJ _ imēru[unit]N ishunnatu[bunch-of-grapes]N ina[in]PRP Huzaza[1]GN ina[in]PRP kaspu[silver]N tadānu[give]V ina[in]PRP muhhu[skull]N annû[this]DP šarru[king]N bēlu[lord]N ina[in]PRP qātu[hand]N buʾʾû[look-for]V ištēn[one]NU mākisu[tax-collector]N ina[in]PRP abullu[(city)-gate]N ša[of]DET Ṣupat[1]GN šakānu[put]V ūma[today]AV šanû[(an)other]AJ ina[in]PRP Huzaza[1]GN šakānu[put]V Arbaya[Arab]EN aṣû[go-out]V ina[in]PRP libbu[interior]N lā[not]MOD alāku[go]V qarāru[writhe]V anāku[I]IP ammar[as-much-as]REL mākisu[tax-collector]N išti[with]PRP šarru[king]N bēlu[lord]N lā[not]MOD kīnu[permanent]AJ _ šiqlu[unit]N ṣarpu[silver]N ša[of]DET ilku[state-service]N ina[in]PRP libbu[interior]N agāru[hire]V nagāru[joiner]N ša[that]REL ina[in]PRP Ṣupat[1]GN dullu[trouble]N epēšu[do]V halāqu[be(come)-lost]V šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP ina[in]PRP Dur-Šarruken[1]GN sahāru[go-around]V ṣabātu[seize]V arādu[go-down]V ištēn[one]NU marāṣu[be(come)-ill]V mītu[dead]AJ ištēn[one]NU sahāru[go-around]V halāqu[be(come)-lost]V šarru[king]N bēlu[lord]N wadû[know]V ummiānu[scholar]N ištu[from]PRP pānu[front]N aṣû[go-out]V lā[not]MOD ana[to]PRP batqu[cut-(off)]AJ lā[not]MOD ana[to]PRP gumakillu[(a-wooden-item)]N epēšu[do]V ištu[from]PRP pānu[front]N ramû[slacken]V Abattu[1]PN nagāru[joiner]N mugerru[chariot]N Qanni[1]PN nappāhu[smith]N ardu[slave]N ša[of]DET _ ina[in]PRP muhhu[skull]N alāku[go]V mā[saying]PRP _ _ _ _ _ _ _,SAA 01 179,Bel-liqbi,the king,099 - Miscellaneous,P313425,Zobah,SAA 1,721–705 BC,Sargon II,P313425,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313427,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Nabu-zer-ketti-lešir[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Nabu[1]DN u[and]CNJ Marduk[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ina[in]PRP muhhu[skull]N Gidgiddanu[1]PN u[and]CNJ ahu[brother]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V _ _ _ _ _ _ _ bītu[house]N ilu[god]N _ _ _ _ pû[mouth]N _ _ _ _ _ ša[of]DET šarru[king]N bēlu[lord]N _ _ _ _ _ išti[with]PRP īnu[eye]N ša[of]DET šarru[king]N bēlu[lord]N lā[not]MOD maṣû[correspond]V _ _ _ _ lā[not]MOD _ _ _ _ pānātu[front]N šarru[king]N _ _ _ _ _ _ ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP atā[why?]QP ahu[brother]N _ ša[of]DET Gidgiddanu[1]PN dullu[trouble]N ramû[slacken]V tebû[arise]V alāku[go]V _ šumma[if]MOD ahu[brother]N ša[of]DET Gidgiddanu[1]PN ša[that]REL ina[in]PRP pānu[front]N dullu[trouble]N epēšu[do]V šumma[if]MOD ištēn[one]NU ištu[from]PRP libbu[interior]N abullu[(city)-gate]N ša[of]DET Dur-Šarruken[1]GN aṣû[go-out]V ana[to]PRP imittu[right-side]N šumēlu[left-side]N alāku[go]V šarru[king]N bēlu[lord]N lū[may]MOD lā[not]MOD balāṭu[live]V bīt[where]SBJ šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N māru[son]N šarru[king]N šapāru[send]V māru[son]N šarru[king]N hīṭu[error]N emēdu[lean-on]V _ _ _ _ dibbu[words]N annû[this]DP _ _ _ _ _ _ _ _ šumma[if]MOD ištēn[one]NU ištu[from]PRP libbu[interior]N ahu[brother]N ša[of]DET Gidgiddanu[1]PN abullu[(city)-gate]N ša[of]DET Dur-Šarruken[1]GN aṣû[go-out]V _,SAA 01 152,Nabu-zer-ketti-lešir,the king,099 - Miscellaneous,P313427,Assyria,SAA 1,721–705 BC,Sargon II,P313427,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313435,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Nabu-pašir[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Sin[1]DN u[and]CNJ Nikkal[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ina[in]PRP muhhu[skull]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP _ meʾatu[(one)-hundred]NU imēru[unit]N šamnu[oil]N ina[in]PRP libbu[interior]N Til-Barsip[1]GN ana[to]PRP Kiṣir-Aššur[1]PN pīhātu[responsibility]N ša[of]DET Dur-Šarruken[1]GN tadānu[give]V _ meʾatu[(one)-hundred]NU imēru[unit]N šamnu[oil]N elû[go-up]V tadānu[give]V ūma[today]AV annûri[now]AV akiltu[expended-goods]N ša[of]DET šamnu[oil]N u[and]CNJ šamnu[oil]N ammar[as-much-as]REL rēhu[remaining]AJ ina[in]PRP libbu[interior]N lēʾu[board]N šaṭāru[write]V ina[in]PRP muhhu[skull]N šarru[king]N bēlu[lord]N wabālu[bring]V,SAA 01 192,Nabu-pašir,the king,099 - Miscellaneous,P313435,Harran,SAA 1,721–705 BC,Sargon II,P313435,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313437,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ūmu[day]N _ anāku[I]IP u[and]CNJ Kiṣir-Aššur[1]PN ina[in]PRP muhhu[skull]N Zaba[Zab]WN alāku[go]V gušūru[tree-trunk]N amāru[see]V mādu[many]AJ gušūru[tree-trunk]N ammar[as-much-as]REL ša[that]REL ṣahittu[wish]N _ _ _ isītu[tower]N _ _ _ ṣābu[people]N _ _ ša[that]REL išti[with]PRP alāku[go]V _ ša[of]DET šarru[king]N Kiṣir-Aššur[1]PN gušūru[tree-trunk]N _ _ anāku[I]IP ana[to]PRP Dur-Šarruken[1]GN alāku[go]V rēhtu[remainder]N,SAA 01 062,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P313437,Royal Court,SAA 1,721–705 BC,Sargon II,P313437,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313439,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aššur-šumu-kaʾʾin[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP aladlammû[human-headed-bull-colossus]N dannu[strong]AJ ša[of]DET _ ina[in]PRP _ ammatu[unit]N amāru[see]V _ ina[in]PRP pānu[front]N abullu[(city)-gate]N dannu[strong]AJ ša[of]DET qabaltu[middle]N ālu[city]N ištēn[one]NU aladlammû[human-headed-bull-colossus]N ša[of]DET _ ina[in]PRP _ ammatu[unit]N ša[of]DET rabû[big-one]N šāqû[butler]N ištēn[one]NU bītu[house]N _ _ _ _ ina[in]PRP libbu[interior]N lā[not]MOD zakû[pure]AJ _ aladlammû[human-headed-bull-colossus]N ša[of]DET _ _ ammatu[unit]N ša[of]DET Zeru-ibni[1]PN ištēn[one]NU ina[in]PRP pānu[front]N bītu[house]N šarru[king]N zaqāpu[fix-upright]V ištēn[one]NU atru[excess]N ina[in]PRP pānu[front]N ana[to]PRP nāgiru[herald]N ēkallu[palace]N tadānu[give]V wabālu[bring]V ina[in]PRP pānu[front]N bītu[house]N šarru[king]N zaqāpu[fix-upright]V issurri[perhaps]AV šarru[king]N bēlu[lord]N qabû[say]V mā[saying]PRP atā[why?]QP aladlammû[human-headed-bull-colossus]N ša[of]DET Zeru-ibni[1]PN nāgiru[herald]N ēkallu[palace]N našû[lift]V kīma[like]PRP mû[water]N ina[in]PRP nāru[river]N šiāṣu[decline]V _ _ _ _ aladlammû[human-headed-bull-colossus]N ša[that]REL ina[in]PRP muhhu[skull]N nāru[river]N batāqu[cut-off]V _ _ šarru[king]N izuzzu[stand]V šumma[if]MOD šarru[king]N bēlu[lord]N qabû[say]V _ aladlammû[human-headed-bull-colossus]N _ _ _ ištēn[one]NU ina[in]PRP _ _ ištēn[one]NU ina[in]PRP Tastiati[1]GN arādu[go-down]V ūma[today]AV ina[in]PRP Adia[1]GN ištēn[one]NU aladlammû[human-headed-bull-colossus]N ša[of]DET Zeru-ibni[1]PN arādu[go-down]V ša[of]DET mašennu[(an-administrator)]N ina[in]PRP Arzuhina[1]GN šū[he]IP šarru[king]N _ aladlammû[human-headed-bull-colossus]N _ _ _ _ _ arhiš[quickly]AV _ _ _ _ tadānu[give]V mīnu[what?]QP ša[that]REL šarru[king]N bēlu[lord]N qabû[say]V arhiš[quickly]AV māru[son]N šipru[sending]N ina[in]PRP muhhu[skull]N ardu[slave]N šapāru[send]V,SAA 01 150,Aššur-šumu-ka’’in,the king,099 - Miscellaneous,P313439,Assyria,SAA 1,721–705 BC,Sargon II,P313439,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313447,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP eleppu[ship]N eššu[new]AJ ša[that]REL ištu[from]PRP Libbi-ali[Inner-City-(Assur)]GN alāku[go]V bašû[exist]V eleppu[ship]N ša[that]REL išti[with]PRP qerēbu[approach]V _ šina[they-(f.)]IP eleppu[ship]N Aššuraya[Assyrian]EN ša[that]REL ina[in]PRP nāru[river]N karru[put-down]AJ kullumu[show]V ana[to]PRP malāhu[sailor]N qabû[say]V mā[saying]PRP laššu[(there)-is-not]V lā[not]MOD qerēbu[approach]V ūma[today]AV eleppu[ship]N annû[this]DP _ ištu[from]PRP libbu[interior]N qerēbu[approach]V târu[turn]V mēlû[height]N askuppu[(threshold)-slab]N ša[that]REL ana[to]PRP nāmaru[watch-tower]N qerēbu[approach]V adi[until]PRP eleppu[ship]N rēhu[remaining]AJ kašādu[reach]V _ _ hīṭu[error]N ša[of]DET mâtu[die]V _ _ šarru[king]N bēlu[lord]N balāṭu[live]V u[and]CNJ annû[this]DP ūma[today]AV ana[to]PRP šarru[king]N bēlu[lord]N qabû[say]V šarru[king]N bēlu[lord]N napištu[throat]N _ adi[until]PRP eleppu[ship]N annû[this]DP gamāru[complete]V pūtuhhu[responsibility]N aladlammû[human-headed-bull-colossus]N annû[this]DP ša[that]REL ina[in]PRP Adia[1]GN našû[lifted]AJ ana[to]PRP battu[side]N annû[this]DP _ _ _ ina[in]PRP battu[side]N annû[this]DP _ _ _,SAA 01 056,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P313447,Royal Court,SAA 1,721–705 BC,Sargon II,P313447,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313458,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Hunni[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Nabu[1]DN u[and]CNJ Marduk[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ūmu[day]N rūqu[distant]AJ ṭūbu[goodness]N libbu[interior]N ṭūbu[goodness]N šīru[flesh]N šībūtu[old-age]N littūtu[(extreme)-old-age]N kakku[stick]N dannu[strong]AJ palû[period-of-office]N arku[long]AJ šattu[year]N ammar[as-much-as]REL ša[that]REL _ _ _ _ _ ana[to]PRP šarru[king]N bēlu[lord]N tadānu[give]V mātu[land]N kalāma[all-(of-it)]N ina[in]PRP šaplu[underside]N šēpu[foot]N kabāsu[tread]V šarru[king]N bēlu[lord]N rēʾû[shepherd]N kīnu[permanent]AJ ina[in]PRP _ _ _ _ _ kīniš[reliably]AV reʾû[pasture]V rēʾûtu[shepherdship]N epēšu[do]V ṣēnu[flock]N ina[in]PRP muhhu[skull]N ṣēnu[flock]N Aššur[1]DN Bel[1]DN u[and]CNJ Nabu[1]DN redû[accompany]V tadānu[give]V tarbaṣu[courtyard]N rapšu[wide]AJ šadālu[be(come)-wide]V nišu[people]N mātu[land]N lū[may]MOD āliku[going]AJ ana[to]PRP pānu[front]N šarru[king]N bēlu[lord]N _ _ atta[you]IP lū[may]MOD ēkurru[temple]N ša[of]DET šarru[king]N ammar[as-much-as]REL napištu[throat]N ina[in]PRP šaplu[underside]N šēpu[foot]N šakānu[put]V u[and]CNJ ṭābtu[goodness]N naṣāru[guard]V ilu[god]N ana[to]PRP rēmu[womb]N ina[in]PRP pānu[front]N šakānu[put]V kī[as-like]PRP ša[of]DET ūmu[day]N annû[this]DP labāšu[clothe-o.s.]V karābu[pray]V lā[not]MOD naṣru[guarded]AJ ṭābtu[goodness]N ina[in]PRP kippu[loop]N huhāru[bird-snare]N ša[of]DET Aššur[1]DN maqātu[fall]V _ _ _ _ _ _ bābu[gate]N _ _ dullu[trouble]N ša[that]REL šarru[king]N šapāru[send]V šūtu[he]IP ina[in]PRP šiāru[morning]N epēšu[do]V adi[until]PRP _ ūmu[day]N simānu[(right)-occasion]N _ _ mā[saying]PRP simānu[(right)-occasion]N ana[to]PRP _ ūmu[day]N qerēbu[approach]V ūmu[day]N _ _ _ ūmu[day]N _ ina[in]PRP bītu[house]N ilu[god]N biātu[spend-the-night]V _ ūma[today]AV ina[in]PRP mati[when?]QP šarru[king]N qabû[say]V _ _ _ ina[in]PRP muhhu[skull]N ramāku[bathing]N ša[of]DET pû[mouth]N _ _ _ _ _ ina[in]PRP _ _ _ _ _,SAA 01 134,Hunni,the king,099 - Miscellaneous,P313458,Nineveh,SAA 1,721–705 BC,Sargon II,P313458,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313487,_ _ _ _ _ _ _ _ bēlu[lord]N mahāru[face]V _ _ _ yâšim[to-me]IP lū[may]MOD mahāru[face]V dīnu[legal-decision]N lū[may]MOD epēšu[do]V lū[may]MOD alāku[go]V ana[to]PRP šarru[king]N bēlu[lord]N lā[not]MOD mahāru[face]V šarru[king]N bēlu[lord]N ana[to]PRP _ _ šâlu[ask]V mā[saying]PRP Nabu-uṣalla[1]PN bašû[exist]V dullu[trouble]N ša[of]DET šarru[king]N epēšu[do]V annûri[now]AV dīnu[legal-decision]N ša[that]REL dabābu[speak]V alāku[go]V ana[to]PRP šarru[king]N bēlu[lord]N mahāru[face]V šūtu[he]IP išti[with]PRP _ _ _ ana[to]PRP šarru[king]N palāhu[fear]V išti[with]PRP _ _ dullu[trouble]N ša[of]DET šarru[king]N namarkû[be(come)-late]V šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N dâku[kill]V _ _ _ appāru[reed-bed]N bašû[exist]V _ _ _ ina[in]PRP muhhu[skull]N šapāru[send]V nuk[saying]PRP _ _ _ annaka[here]AV _ _ _ _ _ _ _ amāru[see]V _ _ _ _ _ _ _ halāqu[be(come)-lost]V _ _ _ _ _ ina[in]PRP ēkallu[palace]N alāku[go]V _ _ _ _ alāku[go]V kī[like]PRP _ _ _ _ ša[that]REL ina[in]PRP libbu[interior]N šunu[they]IP _ _ _ _ _ _ _ târu[turn]V _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ištu[from]PRP _ _ _ _ _ _ _ _ šarru[king]N bēlu[lord]N lū[may]MOD šunu[they]IP _ _ _ _ _ _ Nabu[1]DN _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ awīlu[man]N annû[this]DP ša[that]REL ana[to]PRP šarru[king]N bēlu[lord]N mahāru[face]V _ _ _ _ _ _ _ nišu[people]N _ _ _ _ lā[not]MOD magāru[consent]V dullu[trouble]N lā[not]MOD epēšu[do]V _ _ _ ša[that]REL dabābu[speak]V _ _ ina[in]PRP muhhu[skull]N alāku[go]V _ _ šarru[king]N bēlu[lord]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 237,Taklak-ana-Bel,the king,099 - Miscellaneous,P313487,Naṣibina,SAA 1,721–705 BC,Sargon II,P313487,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313491,_ _ _ _ mā[saying]PRP _ _ _ _ _ _ mā[saying]PRP išti[with]PRP emūqu[strength]N mā[saying]PRP alāku[go]V ina[in]PRP nērebu[entrance]N ša[of]DET Urammu[1]GN madaktu[(military)-camp]N šakānu[put]V ūma[today]AV annûri[now]AV šapāru[send]V awātu[word]N annû[this]DP kī[like]PRP ša[that]REL qabû[say]V adanniš[very-much]AV tarṣu[correct]AJ attunu[you-(pl.)]IP wadû[know]V kī[like]PRP nērebu[entrance]N annû[this]DP ša[that]REL Urammu[1]GN ana[to]PRP etēqu[proceed]V adanniš[very-much]AV marṣu[sick]AJ emūqu[strength]N Elamaya[Elamite]EN bašû[exist]V ša[of]DET hūlu[way]N ša[of]DET hūlu[way]N lā[not]MOD emūqu[strength]N ina[in]PRP muhhu[skull]N lā[not]MOD alāku[go]V lā[not]MOD palhu[fearful]AJ ina[in]PRP Urammu[1]GN bīt[where]SBJ madaktu[(military)-camp]N šakānu[put]V madbaru[steppe]N šūtu[he]IP ana[to]PRP šakānu[put]V ša[of]DET madaktu[(military)-camp]N adanniš[very-much]AV ṭābu[good]AJ ana[to]PRP dayyaltu[(hunting)-foray]N adanniš[very-much]AV ṭābu[good]AJ šammu[plant(s)]N ina[in]PRP libbu[interior]N mādu[many]AJ u[and]CNJ manāhtu[resting-place]N mādu[many]AJ ina[in]PRP libbu[interior]N Sumurzu[1]GN u[and]CNJ _ _ _ qurbu[near]AJ attunu[you-(pl.)]IP ina[in]PRP ilu[god]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ana[to]PRP _ _ _ _ _ _ _ _ dâku[kill]V ṭēmu[(fore)thought]N ša[of]DET nakru[enemy]N harāṣu[break-off]V alāku[go]V qabû[say]V annû[this]DP parriṣu[criminal]N šumma[if]MOD qātā-[in-person]AV ina[in]PRP muhhu[skull]N alāku[go]V u[and]CNJ šumma[if]MOD māru[son]N šipru[sending]N šapāru[send]V lū[may]MOD lā[not]MOD erēbu[enter]V ina[in]PRP qannu[fringe]N madaktu[(military)-camp]N išti[with]PRP dabābu[speak]V attunu[you-(pl.)]IP wadû[know]V kī[like]PRP parriṣu[criminal]N šūtu[he]IP _ manû[count]V _ _ _ _ _ šumma[if]MOD tēgirtu[negotiation?]N memēni[somebody]XP _ _ _ ša[that]REL ina[in]PRP qaqqaru[ground]N Banitu[1]DN _ _ _ _ _ ina[in]PRP muhhu[skull]N _ _ _ _,SAA 01 013,the king,(unknown),099 - Miscellaneous,P313491,Royal Court,SAA 1,721–705 BC,Sargon II,P313491,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P313497,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N māru[son]N šipru[sending]N ša[of]DET Metunu[1]PN ša[that]REL Aššur-reṣuwa[1]PN ina[in]PRP muhhu[skull]N šapāru[send]V mā[saying]PRP _ _ _ _ _ _ _ _ _ _,SAA 01 044,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P313497,Royal Court,SAA 1,721–705 BC,Sargon II,P313497,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
